#ses_id:602f03ee246e8
Time	num	currentload(cpu)	currentload_user(cpu)	currentload_system(cpu)	currentload_nice(cpu)	currentload_idle(cpu)	currentload_irq(cpu)	active(mem)	available(mem)	buffcache(mem)	free(mem)	swapfree(mem)	swaptotal(mem)	swapused(mem)	total(mem)	used(mem)	mem_relative(mem)	rx(derived)	tx(derived)	dMem(derived)	dIdle(derived)	wIO_sec(disk)	rIO_sec(disk)
2018-11-26T07:58:14+00:00	1	0.30552291421856637	0.21151586368977673	0.09400705052878966	0	99.69447708578143	0	606511104	7731081216	2759393280	5091004416	0	0	0	8456908800	3365253120	0.3979294562098151	14323	339640	-0.00005957354062985365	13.419967281859854	2.883330598466912	0
2018-11-26T07:58:14+00:00	2	20.967741935483872	6.451612903225806	14.516129032258066	0	79.03225806451613	0	606572544	7731019776	2759397376	5090938880	0	0	0	8456908800	3365855232	0.39800065385593375	0	0	0.00007119764611862589	-20.6622190212653	2.883330598466912	0
2018-11-26T07:58:15+00:00	3	10.416666666666668	2.083333333333333	8.333333333333332	0	89.58333333333334	0	606453760	7731138560	2759397376	5091057664	0	0	0	8456908800	3365855232	0.39800065385593375	0	0	0	10.551075268817215	2.883330598466912	0
2018-11-26T07:58:15+00:00	4	8.51063829787234	2.127659574468085	6.382978723404255	0	91.48936170212765	0	606707712	7730884608	2759397376	5090803712	0	0	0	8456908800	3365863424	0.39800162253139115	711	604	9.686754574023126e-7	1.9060283687943098	0	0
2018-11-26T07:58:15+00:00	5	15.09433962264151	1.8867924528301887	13.20754716981132	0	84.90566037735849	0	606609408	7730982912	2759397376	5090902016	0	0	0	8456908800	3365990400	0.3980166370009808	0	0	0.000015014469589624824	-6.583701324769166	0	0
2018-11-26T07:58:15+00:00	6	4.444444444444445	0	4.444444444444445	0	95.55555555555556	0	606593024	7730999296	2759397376	5090918400	0	0	0	8456908800	3365998592	0.3980176056764382	0	0	9.686754574023126e-7	10.64989517819707	0	0
2018-11-26T07:58:16+00:00	7	10.416666666666668	2.083333333333333	8.333333333333332	0	89.58333333333334	0	606572544	7731019776	2759397376	5090938880	0	0	0	8456908800	3365855232	0.39800065385593375	603	549	-0.00001695182050442945	-5.972222222222214	0	0
2018-11-26T07:58:16+00:00	8	15.09433962264151	5.660377358490567	9.433962264150944	0	84.90566037735849	0	606580736	7731011584	2759397376	5090930688	0	0	0	8456908800	3365863424	0.39800162253139115	0	0	9.686754574023126e-7	-4.677672955974856	0	0
2018-11-26T07:58:16+00:00	9	10.204081632653061	4.081632653061225	6.122448979591836	0	89.79591836734694	0	606715904	7730876416	2759397376	5090795520	0	0	0	8456908800	3365990400	0.3980166370009808	0	0	0.000015014469589624824	4.890257989988456	0	0
2018-11-26T07:58:16+00:00	10	8.695652173913043	2.1739130434782608	6.521739130434782	0	91.30434782608695	0	606593024	7730999296	2759397376	5090918400	0	0	0	8456908800	3365990400	0.3980166370009808	549	549	0	1.5084294587400109	0	0
2018-11-26T07:58:17+00:00	11	17.857142857142858	5.357142857142857	12.5	0	82.14285714285714	0	606547968	7731044352	2759397376	5090963456	0	0	0	8456908800	3365949440	0.3980117936236938	0	0	-0.000004843377286956052	-9.161490683229815	0	0
2018-11-26T07:58:17+00:00	12	8.51063829787234	4.25531914893617	4.25531914893617	0	91.48936170212765	0	606687232	7730905088	2759397376	5090824192	0	0	0	8456908800	3365830656	0.39799774782956154	0	0	-0.000014045794132278022	9.346504559270514	0	0
2018-11-26T07:58:17+00:00	13	40.42553191489361	19.148936170212767	21.27659574468085	0	59.57446808510638	0	638304256	7699275776	2759413760	5059190784	0	0	0	8456908800	3395035136	0.40145107583517986	4409	1343	0.003453328005618317	-31.91489361702127	1.3404825737265416	0
2018-11-26T07:58:17+00:00	14	60.37735849056604	33.9622641509434	26.41509433962264	0	39.62264150943396	0	660795392	7676796928	2759413760	5036699648	0	0	0	8456908800	3420250112	0.40443265889304614	0	0	0.002981583057866277	-19.95182657567242	1.3404825737265416	0
2018-11-26T07:58:18+00:00	15	19.565217391304348	8.695652173913043	10.869565217391305	0	80.43478260869566	0	661426176	7676166144	2759413760	5036068864	0	0	0	8456908800	3420098560	0.4044147383970843	0	0	-0.00001792049596183176	40.812141099261694	1.3404825737265416	0
2018-11-26T07:58:18+00:00	16	13.043478260869565	4.3478260869565215	8.695652173913043	0	86.95652173913044	0	664285184	7673307136	2759413760	5033209856	0	0	0	8456908800	3423211520	0.4047828350708949	711	604	0.00036809667381060285	6.521739130434781	0	0
2018-11-26T07:58:18+00:00	17	17.857142857142858	5.357142857142857	12.5	0	82.14285714285714	0	664281088	7673311232	2759417856	5033209856	0	0	0	8456908800	3423703040	0.4048409555983387	0	0	0.00005812052744380569	-4.8136645962732985	0	0
2018-11-26T07:58:18+00:00	18	6.521739130434782	2.1739130434782608	4.3478260869565215	0	93.47826086956522	0	664436736	7673155584	2759417856	5033054208	0	0	0	8456908800	3423592448	0.4048278784796639	366	366	-0.000013077118674820198	11.33540372670808	0	0
2018-11-26T07:58:19+00:00	19	10	2	8	0	90	0	664199168	7673393152	2759417856	5033291776	0	0	0	8456908800	3423617024	0.40483078450603605	0	0	0.0000029060263721514268	-3.4782608695652186	0	0
2018-11-26T07:58:19+00:00	20	15.384615384615385	5.769230769230769	9.615384615384617	0	84.61538461538461	0	665677824	7671914496	2759417856	5031813120	0	0	0	8456908800	3424980992	0.4049920689696926	1290	1715	0.00016128446365654137	-5.384615384615387	0	0
2018-11-26T07:58:19+00:00	21	14.000000000000002	8	6	0	86	0	665489408	7672102912	2759417856	5032001536	0	0	0	8456908800	3425030144	0.40499788102243695	0	0	0.000005812052744358365	1.3846153846153868	0	0
2018-11-26T07:58:19+00:00	22	22.916666666666664	8.333333333333332	14.583333333333334	0	77.08333333333334	0	668270592	7669321728	2759417856	5029220352	0	0	0	8456908800	3425071104	0.4050027243997239	0	0	0.000004843377286956052	-8.916666666666657	25.065963060686016	0
2018-11-26T07:58:20+00:00	23	61.53846153846154	42.30769230769231	19.230769230769234	0	38.46153846153847	0	682233856	7655350272	2759430144	5015244800	0	0	0	8456908800	3440926720	0.40687759574751475	1171	1225	0.0018748713477908518	-38.621794871794876	25.065963060686016	0
2018-11-26T07:58:20+00:00	24	60.416666666666664	43.75	16.666666666666664	0	39.58333333333333	0	688988160	7648591872	2759438336	5008482304	0	0	0	8456908800	3448057856	0.40772082773317836	0	0	0.0008432319856636061	1.1217948717948616	25.065963060686016	0
2018-11-26T07:58:20+00:00	25	56.52173913043478	43.47826086956522	13.043478260869565	0	43.47826086956522	0	670711808	7666868224	2759438336	5026758656	0	0	0	8456908800	3428831232	0.4054473464346689	0	0	-0.002273481298509461	3.89492753623189	0	0
2018-11-26T07:58:20+00:00	26	34	14.000000000000002	20	0	66	0	666128384	7671455744	2759438336	5031342080	0	0	0	8456908800	3425284096	0.40502790996161625	781	1131	-0.00041943647305264786	22.52173913043478	0	0
2018-11-26T07:58:21+00:00	27	13.20754716981132	3.7735849056603774	9.433962264150944	0	86.79245283018868	0	666103808	7671480320	2759438336	5031366656	0	0	0	8456908800	3425378304	0.4050390497293763	0	0	0.000011139767760071084	20.79245283018868	0	0
2018-11-26T07:58:21+00:00	28	6.666666666666667	4.444444444444445	2.2222222222222223	0	93.33333333333333	0	666664960	7670919168	2759438336	5030805504	0	0	0	8456908800	3425841152	0.4050937798927192	0	0	0.0000547301633428976	6.540880503144649	0	0
2018-11-26T07:58:21+00:00	29	16.9811320754717	1.8867924528301887	15.09433962264151	0	83.01886792452831	0	666529792	7670996992	2759614464	5030764544	0	0	0	8456908800	3426127872	0.4051276835337281	855	1149	0.0000339036410088589	-10.31446540880502	0	0
2018-11-26T07:58:21+00:00	30	10	2	8	0	90	0	666472448	7671054336	2759614464	5030821888	0	0	0	8456908800	3426136064	0.4051286522091855	0	0	9.686754574023126e-7	6.981132075471692	0	0
2018-11-26T07:58:22+00:00	31	8.695652173913043	4.3478260869565215	4.3478260869565215	0	91.30434782608695	0	666927104	7670599680	2759614464	5030367232	0	0	0	8456908800	3426312192	0.40514947873151946	0	0	0.00002082652233398319	1.3043478260869534	0	0
2018-11-26T07:58:22+00:00	32	13.725490196078432	5.88235294117647	7.8431372549019605	0	86.27450980392157	0	666931200	7670652928	2759573504	5030404096	0	0	0	8456908800	3426390016	0.40515868114836473	1053	1229	0.000009202416845266459	-5.029838022165379	0	0
2018-11-26T07:58:22+00:00	33	11.76470588235294	3.9215686274509802	7.8431372549019605	0	88.23529411764706	0	666914816	7670669312	2759573504	5030420480	0	0	0	8456908800	3426373632	0.40515674379745	0	0	-0.000001937350914749114	1.9607843137254832	0	0
2018-11-26T07:58:22+00:00	34	10.416666666666668	2.083333333333333	8.333333333333332	0	89.58333333333334	0	666832896	7670747136	2759577600	5030498304	0	0	0	8456908800	3426541568	0.40517660164432656	0	0	0.000019857846876580876	1.3480392156862848	0	0
2018-11-26T07:58:23+00:00	35	16.9811320754717	3.7735849056603774	13.20754716981132	0	83.01886792452831	0	666906624	7670677504	2759577600	5030424576	0	0	0	8456908800	3426607104	0.4051843510479858	1247	2969	0.000007749403659218501	-6.5644654088050345	0	0
2018-11-26T07:58:23+00:00	36	8.16326530612245	2.0408163265306123	6.122448979591836	0	91.83673469387756	0	666927104	7670657024	2759577600	5030404096	0	0	0	8456908800	3426365440	0.4051557751219926	0	0	-0.00002857592599320169	8.817866769349251	0	0
2018-11-26T07:58:23+00:00	37	10.416666666666668	2.083333333333333	8.333333333333332	0	89.58333333333334	0	666935296	7670648832	2759577600	5030395904	0	0	0	8456908800	3426549760	0.40517757031978396	0	0	0.0000217951977913855	-2.253401360544217	0	0
2018-11-26T07:58:23+00:00	38	14.285714285714285	2.0408163265306123	12.244897959183673	0	85.71428571428571	0	667037696	7670546432	2759577600	5030293504	0	0	0	8456908800	3426512896	0.4051732112802257	951	1415	-0.000004359039558254896	-3.8690476190476346	0	0
2018-11-26T07:58:24+00:00	39	8	2	6	0	92	0	667115520	7670468608	2759577600	5030215680	0	0	0	8456908800	3426721792	0.4051979125043893	0	0	0.00002470122416359244	6.285714285714292	0	0
2018-11-26T07:58:24+00:00	40	10.638297872340425	4.25531914893617	6.382978723404255	0	89.36170212765957	0	667189248	7670394880	2759581696	5030137856	0	0	0	8456908800	3426656256	0.40519016310073014	0	0	-0.00000774940365916299	-2.6382978723404307	0	0
2018-11-26T07:58:24+00:00	41	11.76470588235294	3.9215686274509802	7.8431372549019605	0	88.23529411764706	0	667275264	7670308864	2759581696	5030051840	0	0	0	8456908800	3426856960	0.40521389564943633	1391	3631	0.000023732548706190126	-1.1264080100125113	0	0
2018-11-26T07:58:24+00:00	42	18.51851851851852	9.25925925925926	9.25925925925926	0	81.48148148148148	0	636207104	7701377024	2759581696	5061120000	0	0	0	8456908800	3395833856	0.40154552169227603	0	0	-0.003668373957160298	-6.753812636165577	26.41509433962264	0
2018-11-26T07:58:25+00:00	43	15.09433962264151	7.547169811320755	7.547169811320755	0	84.90566037735849	0	636137472	7701446656	2759581696	5061189632	0	0	0	8456908800	3395977216	0.40156247351278046	0	0	0.00001695182050442945	3.424178895877006	26.41509433962264	0
2018-11-26T07:58:25+00:00	44	8.695652173913043	2.1739130434782608	6.521739130434782	0	91.30434782608695	0	636301312	7701282816	2759589888	5061017600	0	0	0	8456908800	3395784704	0.4015397096395317	871	833	-0.000022763873248787814	6.398687448728467	26.41509433962264	0
2018-11-26T07:58:25+00:00	45	10.204081632653061	2.0408163265306123	8.16326530612245	0	89.79591836734694	0	636313600	7701270528	2759589888	5061005312	0	0	0	8456908800	3395825664	0.40154455301681863	0	0	0.000004843377286956052	-1.5084294587400109	0	0
2018-11-26T07:58:25+00:00	46	10.416666666666668	4.166666666666666	6.25	0	89.58333333333334	0	636223488	7701360640	2759589888	5061095424	0	0	0	8456908800	3395842048	0.40154649036773343	0	0	0.0000019373509148046253	-0.21258503401359974	0	0
2018-11-26T07:58:26+00:00	47	10.416666666666668	6.25	4.166666666666666	0	89.58333333333334	0	636219392	7701364736	2759589888	5061099520	0	0	0	8456908800	3395842048	0.40154649036773343	549	549	0	0	0	0
2018-11-26T07:58:26+00:00	48	8.333333333333332	2.083333333333333	6.25	0	91.66666666666666	0	633241600	7704338432	2759593984	5064073216	0	0	0	8456908800	3392847872	0.401192439488055	0	0	-0.00035405087967843585	2.0833333333333144	0	0
2018-11-26T07:58:26+00:00	49	14.000000000000002	6	8	0	86	0	633798656	7703781376	2759593984	5063516160	0	0	0	8456908800	3393417216	0.40125976243234407	0	0	0.00006732294428907215	-5.666666666666657	0	0
2018-11-26T07:58:26+00:00	50	10.416666666666668	6.25	4.166666666666666	0	89.58333333333334	0	632971264	7704608768	2759593984	5064343552	0	0	0	8456908800	3392540672	0.40115611415840263	549	549	-0.00010364827394143683	3.583333333333343	0	0
2018-11-26T07:58:27+00:00	51	10	2	8	0	90	0	632360960	7705219072	2759593984	5064953856	0	0	0	8456908800	3391795200	0.4010679646917796	0	0	-0.00008814946662305534	0.4166666666666572	0	0
2018-11-26T07:58:27+00:00	52	15.384615384615385	3.8461538461538463	11.538461538461538	0	84.61538461538461	0	632614912	7704969216	2759593984	5064699904	0	0	0	8456908800	3392110592	0.40110525869688934	0	0	0.00003729400510976699	-5.384615384615387	0	0
2018-11-26T07:58:27+00:00	53	8.695652173913043	2.1739130434782608	6.521739130434782	0	91.30434782608695	0	632860672	7704723456	2759593984	5064454144	0	0	0	8456908800	3392364544	0.40113528763606865	549	549	0.00003002893917930516	6.68896321070234	0	0
2018-11-26T07:58:27+00:00	54	10.638297872340425	4.25531914893617	6.382978723404255	0	89.36170212765957	0	632197120	7705387008	2759593984	5065117696	0	0	0	8456908800	3391549440	0.4010389044280577	0	0	-0.000096383208010975	-1.942645698427384	0	0
2018-11-26T07:58:28+00:00	55	13.725490196078432	3.9215686274509802	9.803921568627452	0	86.27450980392157	0	632573952	7705010176	2759593984	5064740864	0	0	0	8456908800	3392086016	0.40110235267051714	0	0	0.0000634482424594629	-3.0871923237379946	0	0
