#ses_id:8d6aa8069c773
Time	num	currentload(cpu)	currentload_user(cpu)	currentload_system(cpu)	currentload_nice(cpu)	currentload_idle(cpu)	currentload_irq(cpu)	active(mem)	available(mem)	buffcache(mem)	free(mem)	swapfree(mem)	swaptotal(mem)	swapused(mem)	total(mem)	used(mem)	mem_relative(mem)	rx(derived)	tx(derived)	dMem(derived)	dIdle(derived)	wIO_sec(disk)	rIO_sec(disk)
2018-11-28T09:39:07+00:00	1	3.612903225806452	2.3548387096774195	1.2580645161290323	0	96.38709677419355	0	388120576	7949447168	2275864576	5792923648	0	0	0	8456908800	2662825984	0.31486989477762845	11592	53533	0.00017048688050175231	2.908835904628333	11.61923698272648	0
2018-11-28T09:39:07+00:00	2	18.51851851851852	5.555555555555555	12.962962962962962	0	81.48148148148148	0	388091904	7949475840	2275868672	5792948224	0	0	0	8456908800	2663055360	0.31489701769043554	0	0	0.00002712291280709822	-14.90561529271207	11.61923698272648	0
2018-11-28T09:39:07+00:00	3	8.333333333333332	6.25	2.083333333333333	0	91.66666666666666	0	388812800	7948754944	2275868672	5792227328	0	0	0	8456908800	2663006208	0.3148912056376912	4296	615	-0.000005812052744358365	10.185185185185176	1.8315018315018314	0
2018-11-28T09:39:07+00:00	4	60	36.666666666666664	23.333333333333332	0	40	0	433565696	7904002048	2275893248	5747449856	0	0	0	8456908800	2706554880	0.3200406843692106	0	0	0.005149478731519441	-51.66666666666666	1.8315018315018314	0
2018-11-28T09:39:08+00:00	5	47.82608695652174	26.08695652173913	21.73913043478261	0	52.17391304347826	0	445546496	7892021248	2275893248	5735469056	0	0	0	8456908800	2719715328	0.32159686149151806	528	1107	0.0015561771223074339	12.173913043478258	1.8315018315018314	0
2018-11-28T09:39:08+00:00	6	14.285714285714285	4.081632653061225	10.204081632653061	0	85.71428571428571	0	445919232	7891648512	2275893248	5735096320	0	0	0	8456908800	2720096256	0.321641904900287	0	0	0.00004504340876892998	33.54037267080745	29.216467463479415	0
2018-11-28T09:39:08+00:00	7	18.367346938775512	4.081632653061225	14.285714285714285	0	81.63265306122449	0	438751232	7898816512	2275901440	5742256128	0	0	0	8456908800	2713620480	0.32087616695121507	1502	2626	-0.0007657379490719207	-4.08163265306122	29.216467463479415	0
2018-11-28T09:39:09+00:00	8	60.416666666666664	33.33333333333333	27.083333333333332	0	39.58333333333333	0	442318848	7895248896	2275901440	5738688512	0	0	0	8456908800	2717835264	0.32137455047404556	0	0	0.0004983835228304923	-42.04931972789116	0	0
2018-11-28T09:39:09+00:00	9	97.10144927536231	37.68115942028986	59.42028985507246	0	2.898550724637681	0	442740736	7894777856	2276888576	5737279488	0	0	0	8456908800	2718445568	0.3214467167956216	23037	1211234	0.0000721663215760282	-36.68478260869565	0	0
2018-11-28T09:39:09+00:00	10	96.92307692307692	35.38461538461539	61.53846153846154	0	3.076923076923077	0	443756544	7893798912	2277629952	5735522304	0	0	0	8456908800	2720260096	0.3216612784094349	0	0	0.0002145616138133355	0.17837235228539594	0	0
2018-11-28T09:39:10+00:00	11	91.52542372881356	35.59322033898305	55.932203389830505	0	8.47457627118644	0	444444672	7893094400	2278371328	5734092800	0	0	0	8456908800	2722082816	0.3218768086987056	28644	1614838	0.0002155302892706823	5.397653194263363	0	0
2018-11-28T09:39:10+00:00	12	100	33.89830508474576	66.10169491525424	0	0	0	444559360	7893078016	2279251968	5733097472	0	0	0	8456908800	2722590720	0.32193686657706416	0	0	0.000060057878358554806	-8.47457627118644	0	0
