#ses_id:0ea54d1f1d215
Time	num	currentload(cpu)	currentload_user(cpu)	currentload_system(cpu)	currentload_nice(cpu)	currentload_idle(cpu)	currentload_irq(cpu)	active(mem)	available(mem)	buffcache(mem)	free(mem)	swapfree(mem)	swaptotal(mem)	swapused(mem)	total(mem)	used(mem)	mem_relative(mem)	rx(derived)	tx(derived)	dMem(derived)	dIdle(derived)	wIO_sec(disk)	rIO_sec(disk)
2018-11-26T08:52:21+00:00	1	4.414094509696804	3.8077028134389512	0.606391696257853	0	95.58590549030319	0	458100736	1326473216	991424512	548118528	0	0	0	1997643776	1447968768	0.7248383247284225	923626	27829450	0.026462663981989154	95.58590549030319	0.9450595695897607	0.010883603488557705
2018-11-26T08:52:21+00:00	2	31.03448275862069	17.24137931034483	13.793103448275861	0	68.96551724137932	0	458207232	1326366720	991428608	548007936	0	0	0	1997643776	1448603648	0.7251561391494056	0	0	0.0003178144209831091	-26.620388248923874	0.9450595695897607	0.010883603488557705
2018-11-26T08:52:21+00:00	3	13.043478260869565	4.3478260869565215	8.695652173913043	0	86.95652173913044	0	458207232	1326366720	991428608	548007936	0	0	0	1997643776	1448730624	0.7252197020336022	0	0	0.00006356288419662182	17.99100449775112	0.9450595695897607	0.010883603488557705
2018-11-26T08:52:22+00:00	4	9.090909090909092	0	9.090909090909092	0	90.9090909090909	0	458334208	1326239744	991428608	547880960	0	0	0	1997643776	1448857600	0.7252832649177988	657	604	0.00006356288419662182	3.9525691699604693	0	0
2018-11-26T08:52:22+00:00	5	25	10.714285714285714	14.285714285714285	0	75	0	458461184	1326112768	991428608	547753984	0	0	0	1997643776	1448984576	0.7253468278019954	0	0	0.00006356288419662182	-15.909090909090907	0	0
2018-11-26T08:52:22+00:00	6	16.666666666666664	12.5	4.166666666666666	0	83.33333333333334	0	457699328	1326874624	991428608	548515840	0	0	0	1997643776	1448222720	0.7249654504968157	366	366	-0.0003813773051797309	8.333333333333343	0	0
2018-11-26T08:52:22+00:00	7	16.666666666666664	0	16.666666666666664	0	83.33333333333334	0	457826304	1326747648	991428608	548388864	0	0	0	1997643776	1448476672	0.725092576265209	0	0	0.00012712576839324363	0	0	0
2018-11-26T08:52:23+00:00	8	22.22222222222222	11.11111111111111	11.11111111111111	0	77.77777777777779	0	457953280	1326620672	991428608	548261888	0	0	0	1997643776	1448476672	0.725092576265209	366	366	0	-5.555555555555557	0	0
2018-11-26T08:52:23+00:00	9	23.076923076923077	11.538461538461538	11.538461538461538	0	76.92307692307693	0	458080256	1326493696	991428608	548134912	0	0	0	1997643776	1448603648	0.7251561391494056	0	0	0.00006356288419662182	-0.8547008547008517	0	0
2018-11-26T08:52:23+00:00	10	9.090909090909092	0	9.090909090909092	0	90.9090909090909	0	458084352	1326485504	991432704	548126720	0	0	0	1997643776	1448603648	0.7251561391494056	0	0	0	13.986013986013972	0	0
2018-11-26T08:52:23+00:00	11	20	8	12	0	80	0	458330112	1326243840	991432704	547880960	0	0	0	1997643776	1448730624	0.7252197020336022	549	549	0.00006356288419662182	-10.909090909090907	0	0
2018-11-26T08:52:24+00:00	12	16.666666666666664	8.333333333333332	8.333333333333332	0	83.33333333333334	0	458297344	1326276608	991432704	547913728	0	0	0	1997643776	1448951808	0.7253304244770415	0	0	0.00011072244343934834	3.333333333333343	0	0
2018-11-26T08:52:24+00:00	13	12.5	4.166666666666666	8.333333333333332	0	87.5	0	458424320	1326149632	991432704	547786752	0	0	0	1997643776	1448951808	0.7253304244770415	0	0	0	4.166666666666657	0	0
